ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1381	69,76,39,40	0,0,0,0	66,66,45,61	0,0,1,0	298	149	0.195029480341295	0.627035295575575	1.0,1.0,1.0,1.0	1.0,1.0,0.957,1.0	0.011
1382	170,160,148,147	9,8,11,9	137,109,151,143	8,8,8,9	229	149	0.878394446468664	0.999202115572178	0.925,0.929,0.897,0.914	0.918,0.899,0.925,0.912	0.003
1383	587,593,520,570	5,5,4,8	613,527,649,652	4,2,5,5	298	149	0.196696509992306	0.627035295575575	0.983,0.983,0.985,0.973	0.987,0.992,0.985,0.985	-0.006
1386	24,20,26,26	0,0,0,0	13,18,14,8	0,1,0,0	298	149	0.0861616075085088	0.499660979296918	1.0,1.0,1.0,1.0	1.0,0.9,1.0,1.0	0.025
1387	24,22,26,27	3,0,4,5	13,16,14,6	1,0,0,1	298	149	0.144615573838501	0.577836253908815	0.8,1.0,0.765,0.73	0.867,1.0,1.0,0.75	-0.081
1389	5,3,1,4	4,3,5,5	0,6,4,4	8,10,2,6	298	149	0.503752667571658	0.842834523568533	0.385,0.333,0.091,0.286	0.0,0.231,0.5,0.25	0.028
1390	11,3,3,2	0,0,0,0	4,7,8,1	0,0,1,0	298	149	0.10780356079158	0.533050106842652	1.0,1.0,1.0,1.0	1.0,1.0,0.8,1.0	0.05
1391	6,3,1,3	0,0,0,0	1,6,10,1	0,0,1,0	298	149	0.083371462364678	0.499660979296918	1.0,1.0,1.0,1.0	1.0,1.0,0.833,1.0	0.042
1392	95,99,103,98	2,3,5,0	139,105,125,160	2,2,3,5	298	149	0.999202115572178	0.999202115572178	0.96,0.943,0.912,1.0	0.972,0.963,0.954,0.941	-0.004
1393	30,46,21,39	57,56,56,35	50,26,41,39	57,51,45,60	225	149	0.57517186992213	0.881742829104979	0.258,0.352,0.199,0.425	0.367,0.252,0.376,0.301	-0.016
1394	40,49,43,41	4,9,10,5	43,31,37,24	13,8,6,4	298	149	0.156996316769805	0.589740521516005	0.833,0.731,0.683,0.804	0.623,0.66,0.755,0.75	0.066
1395	4,5,2,3	0,5,5,3	6,1,5,7	1,7,3,6	298	149	0.999202115572178	0.999202115572178	1.0,0.333,0.167,0.333	0.75,0.067,0.455,0.368	0.048
1396	7,9,9,10	1,0,1,0	9,6,10,12	0,2,1,2	298	149	0.157482319648347	0.589870538486315	0.778,1.0,0.818,1.0	1.0,0.6,0.833,0.75	0.103
1399	3,16,6,9	0,2,0,0	8,8,1,8	0,0,0,0	298	149	0.220035179273706	0.649549479113957	1.0,0.8,1.0,1.0	1.0,1.0,1.0,1.0	-0.05
