ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16169	117,124,72,120	0,0,0,0	111,113,130,112	1,0,0,0	78	39
16170	383,408,355,419	8,12,8,15	410,359,434,400	5,5,10,7	78	39
16171	155,168,96,150	0,0,0,0	140,147,163,147	1,0,0,0	78	39
16172	163,180,104,165	1,0,0,0	145,152,172,154	0,0,0,0	78	39
16174	36,29,38,34	0,0,0,2	32,32,42,48	0,0,1,0	78	39
16175	71,43,51,56	2,1,0,0	59,50,61,71	1,0,0,0	78	39
16176	5,5,0,4	2,1,0,0	5,0,5,2	1,0,0,0	78	39
16177	5,7,8,4	35,16,21,24	6,3,5,3	28,21,20,24	78	39
16178	37,17,21,24	0,1,0,0	28,21,20,24	0,1,0,0	78	39
16179	74,26,34,50	0,1,0,0	64,40,31,48	0,1,0,0	78	39
16180	1,0,0,0	39,10,13,26	0,0,0,0	36,19,11,24	78	39
16181	104,100,86,99	1,0,0,0	95,106,95,85	0,0,0,0	78	39
16182	86,88,86,83	0,1,0,0	111,109,75,99	0,1,2,0	78	39
16183	79,87,80,91	0,0,0,0	115,111,78,110	3,0,2,3	78	39
16184	13,18,12,9	1,0,0,0	29,22,34,30	4,0,0,0	78	39
16185	25,33,29,39	0,0,2,0	58,32,29,50	0,0,0,0	78	39
16186	48,81,62,65	0,0,0,0	68,60,71,74	0,0,1,0	78	39
16187	45,45,54,42	0,0,0,0	53,52,54,59	0,0,1,0	78	39
16188	39,43,48,42	0,0,0,0	50,43,48,51	0,0,1,0	78	39
16189	36,45,45,39	0,0,0,0	51,41,47,51	0,0,1,0	78	39
16190	2,3,0,1	12,40,17,27	1,0,1,0	21,20,26,23	51	39
16191	3,4,4,3	12,40,17,27	3,7,7,11	21,20,26,23	72	39
16192	2,4,3,3	9,4,9,4	4,1,4,4	6,12,9,8	72	39
16193	1,1,2,0	3,2,3,4	1,1,1,4	3,3,3,0	72	39
16194	0,1,5,0	0,4,0,1	2,1,1,3	4,1,2,0	72	39
16199	1179,878,932,1128	0,0,1,0	1090,958,1038,1101	0,0,0,0	78	39
16200	306,230,253,247	110,91,98,102	360,233,316,312	103,83,110,96	78	39
16201	61,48,60,49	541,413,404,452	62,71,67,58	565,543,553,542	78	39
