IncLevel1	IncLevel2	IncLevelDifference
0.247,0.141,0.256,0.216	0.164,0.371,0.199,0.221	-0.024
0.326,0.244,0.404,0.383	0.311,0.519,0.285,0.358	-0.029
0.0,0.0,0.0,0.123	0.0,0.0,0.0,0.0	0.031
0.102,0.186,0.204,0.324	0.146,0.423,0.178,0.17	-0.025
0.252,0.272,0.0,0.0	0.0,0.0,0.0,0.133	0.098
0.296,0.437,0.068,0.0	0.111,0.174,0.0,0.187	0.082
0.595,0.585,0.494,0.521	0.468,0.697,0.436,0.538	0.014
0.61,0.691,0.381,0.465	0.381,0.626,0.37,0.409	0.09
0.677,0.738,0.498,0.585	0.511,0.722,0.465,0.567	0.058
0.0,0.0,0.0,0.1	0.0,0.125,0.095,0.087	-0.052
0.28,0.463,0.28,0.393	0.226,0.604,0.38,0.357	-0.038
0.455,0.501,0.635,0.431	0.554,0.55,0.422,0.453	0.011
0.599,0.603,0.612,0.6	0.683,0.549,0.626,0.578	-0.005
0.679,0.744,0.765,0.68	0.647,0.639,0.727,0.646	0.052
0.635,0.529,0.516,0.681	0.608,0.741,0.576,0.582	-0.036
0.595,0.568,0.576,0.463	0.673,0.475,0.631,0.582	-0.04
0.54,0.418,0.532,0.554	0.494,0.411,0.586,0.563	-0.003
0.018,0.123,0.105,0.039	0.0,0.031,0.046,0.016	0.048
0.3,0.393,0.337,0.341	0.355,0.211,0.229,0.301	0.069
0.744,0.8,0.853,0.741	0.724,0.7,0.719,0.753	0.061
0.098,0.329,0.424,0.282	0.0,0.141,0.269,0.098	0.156
0.328,0.299,0.4,0.222	0.262,0.206,0.28,0.25	0.063
0.386,0.423,0.441,0.397	0.387,0.491,0.376,0.384	0.002
0.387,0.386,0.444,0.456	0.429,0.324,0.358,0.378	0.046
0.24,0.604,0.216,0.099	0.398,0.071,0.387,0.37	-0.017
0.0,0.071,0.0,0.0	0.0,0.234,0.182,0.14	-0.121
0.489,0.425,0.574,0.545	0.512,0.374,0.395,0.571	0.045
0.554,0.396,0.398,0.388	0.489,0.499,0.381,0.423	-0.014
0.464,0.488,0.504,0.435	0.477,0.372,0.397,0.456	0.047
0.464,0.475,0.519,0.536	0.573,0.486,0.427,0.528	-0.005
0.601,0.56,0.568,0.54	0.493,0.55,0.504,0.514	0.052
0.503,0.471,0.545,0.472	0.478,0.452,0.444,0.493	0.031
0.427,0.357,0.417,0.309	0.388,0.462,0.435,0.378	-0.038
0.656,0.837,0.747,0.776	0.674,0.677,0.774,0.67	0.055
0.353,0.689,0.523,0.371	0.508,0.47,0.262,0.336	0.09
0.096,0.598,0.208,0.164	0.071,0.16,0.216,0.208	0.103
0.163,0.402,0.193,0.25	0.069,0.178,0.437,0.341	-0.004
0.111,0.107,0.1,0.036	0.169,0.169,0.056,0.094	-0.034
0.718,0.722,0.723,0.718	0.706,0.688,0.68,0.671	0.034
0.569,0.634,0.617,0.537	0.581,0.386,0.484,0.538	0.092
0.174,0.095,0.23,0.052	0.156,0.053,0.042,0.059	0.06
0.039,0.008,0.01,0.01	0.025,0.036,0.01,0.039	-0.011
0.572,0.62,0.635,0.518	0.584,0.386,0.554,0.593	0.057
0.423,0.414,0.433,0.426	0.425,0.374,0.452,0.482	-0.009
0.571,0.318,0.43,0.612	0.175,0.583,0.475,0.613	0.021
0.456,0.463,0.525,0.421	0.437,0.486,0.473,0.398	0.018
0.0,0.0,0.0,0.0	0.0,0.03,0.0,0.0	-0.007
0.766,0.784,0.856,0.763	0.793,0.802,0.851,0.824	-0.025
0.616,0.749,0.81,0.647	0.794,0.562,0.837,0.755	-0.031
0.0,0.0,0.0,0.155	0.0,0.204,0.391,0.339	-0.195
0.581,0.649,0.787,0.679	0.0,0.426,0.649,0.0	0.405
1.0,1.0,1.0,0.92	NA,0.743,0.743,0.0	0.485
1.0,1.0,1.0,0.852	NA,0.591,0.591,0.0	0.569
0.182,0.082,0.221,0.198	0.108,0.162,0.134,0.067	0.053
0.089,0.05,0.101,0.112	0.11,0.124,0.172,0.068	-0.03
